Date,Month,Year,Neighborhood,Street,NumberOfRooms,Floor,Size,Apartment_Price
27/07/2020,7,2020,Rambam,HaRavSibahi,4,3,74,1530000
28/07/2020,7,2020,Rambam,HaRavSibahi,3,4,65,1250000
30/07/2020,7,2020,Rambam,MosheMizrahi,4,3,94,1540000
02/08/2020,8,2020,Rambam,HaRavSibahi,3.5,4,73,1280000
02/08/2020,8,2020,Rambam,YohananHaSandlar,3.5,3,77,1780000
03/08/2020,8,2020,Rambam,ShlomoEliraz,4,9,109,2065000
03/08/2020,8,2020,Rambam,Betsalel,2.5,2,53,1360000
04/08/2020,8,2020,Rambam,Dror,3,2,68,1360000
05/08/2020,8,2020,Rambam,Rambam,4,2,91,1735000
07/08/2020,8,2020,Rambam,AriehRafael,3.5,3,74,1540000
09/08/2020,8,2020,NeotShikma,HaRavNeriya,5,6,122,2480000
09/08/2020,8,2020,PrasNovel,MaagalAshalom,5,14,111,3150000
10/08/2020,8,2020,Rambam,EinHaKore,5,5,106,2135000
11/08/2020,8,2020,Rambam,ItamarBenAvi,3.5,4,69,1360000
11/08/2020,8,2020,PrasNovel,MaagalAshalom,4,11,96,2600000
12/08/2020,8,2020,Rambam,Dror,3,4,68,1326000
12/08/2020,8,2020,Rambam,YehudaHalevi,3,4,59,1250000
12/08/2020,8,2020,Rambam,ShlomoEliraz,5,23,139,2400000
12/08/2020,8,2020,Rambam,Dror,3.5,3,75,1530000
12/08/2020,8,2020,NeotAshalim,HaTizmoret,3,2,73,2000000
13/08/2020,8,2020,Rambam,YehudaLeib,4,2,105,1440000
13/08/2020,8,2020,NeotShikma,MoreshetIsrael,3,6,65,1785000
13/08/2020,8,2020,Rambam,HaGdudHaivri,4,1,92,1865000
13/08/2020,8,2020,NeotShikma,HaRavGoren,5,3,102,2525000
13/08/2020,8,2020,NeotAshalim,HaGitit,5,7,102,2710000
16/08/2020,8,2020,Rambam,StephenWise,4,3,84,1530000
18/08/2020,8,2020,NeotShikma,HaRavGoren,4,2,96,1950000
18/08/2020,8,2020,Rambam,HaAhimSuleiman,3.5,6,81,1950000
19/08/2020,8,2020,Rambam,Givati,4,1,92,1520000
19/08/2020,8,2020,PrasNovel,MaagalAshalom,4,5,89,2560000
23/08/2020,8,2020,NeotAshalim,HaTizmoret,5,1,117,2380000
23/08/2020,8,2020,NeotAshalim,HaUgav,4,1,103,2150000
23/08/2020,8,2020,PrasNovel,MaagalAshalom,3,1,76,2700000
24/08/2020,8,2020,Rambam,Abarbanel,3,2,64,1200000
25/08/2020,8,2020,NeotShikma,HaRavUnterman,4,3,98,2150000
25/08/2020,8,2020,Rambam,KidushHaShem,3,2,63,1410000
26/08/2020,8,2020,Rambam,HaAhimSuleiman,4,1,94,1600000
26/08/2020,8,2020,NeotShikma,BenSaruq,5,6,108,2565000
27/08/2020,8,2020,Rambam,HaGdudHaivri,3,1,63,1365000
27/08/2020,8,2020,Rambam,YehudaLeib,4,5,81,1600000
27/08/2020,8,2020,Rambam,Vigodski,3,5,66,1495000
30/08/2020,8,2020,NeotAshalim,HaTizmoret,4,1,91,2097000
31/08/2020,8,2020,Rambam,Abarbanel,4,8,108,1770000
31/08/2020,8,2020,Rambam,Margolin,3,3,66,1450000
31/08/2020,8,2020,Rambam,ShlomoEliraz,4,13,100,2100000
01/09/2020,9,2020,NeotShikma,Alkabets,4,6,94,2250000
02/09/2020,9,2020,Rambam,DavidAlroi,2,1,36,912000
03/09/2020,9,2020,Rambam,Naharayim,5,1,100,1400000
03/09/2020,9,2020,Rambam,Naharayim,4,1,81,1300000
03/09/2020,9,2020,Rambam,Naharayim,2,2,47,1000000
03/09/2020,9,2020,Rambam,HaHafetsHaim,3,2,60,1340000
03/09/2020,9,2020,Rambam,Naharayim,5,1,169,2415000
03/09/2020,9,2020,Rambam,ShlomoEliraz,5,19,139,2520000
04/09/2020,9,2020,Rambam,ItamarBenAvi,3,1,66,1310000
06/09/2020,9,2020,NeotShikma,#VALUE!,4,2,90,1119250
06/09/2020,9,2020,NeotShikma,HaShiraHaIvrit,4,1,82,1900000
08/09/2020,9,2020,NeotAshalim,HeHalil,3,2,66,1650000
09/09/2020,9,2020,Rambam,RabbiYosefKaro,4,2,92,1615000
10/09/2020,9,2020,Rambam,Dror,3,3,65,1270000
10/09/2020,9,2020,NeotShikma,HaRashba,3,5,65,1680000
10/09/2020,9,2020,Rambam,ShlomoEliraz,4,21,108,2150000
10/09/2020,9,2020,Rambam,TsadiGimelBanot,4,2,62,1510000
10/09/2020,9,2020,NeotShikma,HaRavNeriya,5,3,116,2700000
13/09/2020,9,2020,Rambam,Jerusalem,6,2,122,1800000
13/09/2020,9,2020,Rambam,HaKovesh,3.5,3,69,1475000
13/09/2020,9,2020,Rambam,Habad,3,3,80,1565000
14/09/2020,9,2020,Rambam,KidushHaShem,4,3,86,1500000
14/09/2020,9,2020,PrasNovel,MaagalAshalom,3,1,76,1955000
14/09/2020,9,2020,PrasNovel,MaagalAshalom,4.5,7,106,2680000
15/09/2020,9,2020,Rambam,TsadiGimelBanot,4,5,90,1515000
15/09/2020,9,2020,NeotAshalim,HaTof,2,4,44,1500000
15/09/2020,9,2020,Rambam,Herzl,4,7,101,2000000
16/09/2020,9,2020,NeotShikma,Alkabets,5,3,109,2240000
16/09/2020,9,2020,NeotShikma,MoreshetIsrael,3,1,65,1770000
16/09/2020,9,2020,Rambam,ShlomoEliraz,3,7,84,1840000
17/09/2020,9,2020,Rambam,DavidHaReuveni,4,3,82,1340000
17/09/2020,9,2020,NeotShikma,Kalischer,3,1,65,1685000
17/09/2020,9,2020,Rambam,YehudaLeib,4,2,84,1500000
17/09/2020,9,2020,Rambam,HaRavMaimon,3,2,68,1600000
17/09/2020,9,2020,NeotShikma,BenSaruq,3,1,66,1649000
18/09/2020,9,2020,Rambam,Mohilever,4,3,102,1430000
23/09/2020,9,2020,Rambam,ShlomoMolcho,4,4,81,1550000
23/09/2020,9,2020,Rambam,Rashi,4,3,100,1850000
24/09/2020,9,2020,NeotAshalim,HaTizmoret,4,3,96,2175000
29/09/2020,9,2020,Rambam,Jerusalem,3,3,64,1350000
30/09/2020,9,2020,Rambam,Rashi,4,4,95,1850000
01/10/2020,10,2020,Rambam,Abarbanel,4,6,76,1597000
05/10/2020,10,2020,NeotShikma,Kapah,4,10,94,1950000
06/10/2020,10,2020,NeotShikma,MoreshetIsrael,3,1,65,1450000
06/10/2020,10,2020,NeotShikma,HaRashba,3,7,65,1763000
07/10/2020,10,2020,Rambam,Abarbanel,4,8,106,1815000
08/10/2020,10,2020,NeotAshalim,HaTizmoret,3,11,69,1860000
09/10/2020,10,2020,NeotAshalim,HaPsanter,4,7,100,2265000
11/10/2020,10,2020,NeotShikma,Kapah,4,3,94,1838000
11/10/2020,10,2020,Rambam,AhadHaAm,5,2,108,2000000
13/10/2020,10,2020,Rambam,Vitkin,2,4,53,1100000
13/10/2020,10,2020,NeotShikma,Kapah,3,6,65,1700000
14/10/2020,10,2020,Rambam,HaRavMaimon,3,3,69,1550000
14/10/2020,10,2020,Rambam,HaGaonMiVilna,3.5,1,85,1750000
18/10/2020,10,2020,Rambam,Abarbanel,4,1,98,1530000
18/10/2020,10,2020,NeotAshalim,HaGitit,4,3,92,2120000
18/10/2020,10,2020,Rambam,Eisenband,4,1,69,1540000
19/10/2020,10,2020,Rambam,YehudaHalevi,3.5,3,81,1350000
20/10/2020,10,2020,NeotShikma,Alkabets,5,7,109,2212000
21/10/2020,10,2020,Rambam,HaKovesh,4,3,78,1150000
21/10/2020,10,2020,Rambam,Herzl,3,3,61,1200000
21/10/2020,10,2020,Rambam,EinHaKore,5,5,126,1900000
21/10/2020,10,2020,Rambam,DavidAlroi,2.5,3,48,1250000
22/10/2020,10,2020,NeotShikma,HaRabimiLiubavich,3,2,65,1550000
25/10/2020,10,2020,NeotAshalim,HaMapuhit,3,4,69,1433000
26/10/2020,10,2020,Rambam,AsherLevin,5,6,107,1540000
26/10/2020,10,2020,PrasNovel,MaagalAshalom,4,12,95,2470000
26/10/2020,10,2020,Rambam,HaAhimSuleiman,3.5,9,81,1995000
26/10/2020,10,2020,Rambam,BenZeev,3,2,61,1550000
26/10/2020,10,2020,Rambam,Rashi,3,3,74,1750000
27/10/2020,10,2020,Rambam,DavidAlroi,3,3,49,1210000
28/10/2020,10,2020,Rambam,HaRavKuk,3,1,72,1485000
29/10/2020,10,2020,NeotAshalim,HaPsanter,3,2,64,1720000
29/10/2020,10,2020,Rambam,Habad,4,5,82,1633000
29/10/2020,10,2020,Rambam,HaGaonMiVilna,3.5,1,68,1520000
29/10/2020,10,2020,Rambam,Rashi,4,1,72,1690000
01/11/2020,11,2020,NeotAshalim,HaTizmoret,4,6,98,2060000
02/11/2020,11,2020,NeotShikma,HaRavGoren,3,5,67,1745000
02/11/2020,11,2020,Rambam,Habad,5,5,105,1950000
02/11/2020,11,2020,Rambam,Dror,3,3,64,1535000
02/11/2020,11,2020,PrasNovel,MaagalAshalom,3,1,76,2600000
03/11/2020,11,2020,Rambam,Jerusalem,4,3,71,1475000
04/11/2020,11,2020,Rambam,TsadiGimelBanot,3,1,61,1415000
05/11/2020,11,2020,Rambam,Alkalai,2.5,3,48,1200000
05/11/2020,11,2020,Rambam,Rashi,5,6,120,2010000
05/11/2020,11,2020,PrasNovel,MaagalAshalom,3,2,76,2010000
05/11/2020,11,2020,Rambam,Balfour,3,4,76,1515000
05/11/2020,11,2020,Rambam,ShlomoEliraz,5,23,181,2880000
05/11/2020,11,2020,Rambam,YehudaRagunis,5,2,122,2510000
05/11/2020,11,2020,Rambam,Rashi,3,2,93,1780000
05/11/2020,11,2020,NeotAshalim,HaOrgan,4,2,84,2175000
08/11/2020,11,2020,Rambam,Habad,3.5,6,77,1540000
10/11/2020,11,2020,NeotShikma,HaRabimiLiubavich,4,1,103,1900000
10/11/2020,11,2020,Rambam,MosheMizrahi,5,8,119,1900000
10/11/2020,11,2020,Rambam,Veksler,2,1,49,1151000
10/11/2020,11,2020,NeotShikma,BenSaruq,3,5,65,1680000
10/11/2020,11,2020,Rambam,Givati,4,20,106,2000000
10/11/2020,11,2020,Rambam,Dror,4,1,64,1520000
11/11/2020,11,2020,PrasNovel,MaagalAshalom,4,10,94,2450000
12/11/2020,11,2020,PrasNovel,MaagalAshalom,3,1,76,1850000
12/11/2020,11,2020,Rambam,YehudaLeib,4,4,85,1485000
12/11/2020,11,2020,Rambam,AhadHaAm,3,2,58,1300000
12/11/2020,11,2020,NeotAshalim,HaKinor,4,2,95,2030000
12/11/2020,11,2020,NeotShikma,HaRashba,4,6,82,2045000
12/11/2020,11,2020,Rambam,BeitYosef,3,2,76,1520000
12/11/2020,11,2020,Rambam,Nehama,4,5,108,2200000
15/11/2020,11,2020,NeotShikma,Rival,4,6,93,2125000
15/11/2020,11,2020,Rambam,HaGdudHaivri,4,4,125,2174000
16/11/2020,11,2020,Rambam,Dror,2,3,50,1150000
16/11/2020,11,2020,Rambam,DavidAlroi,3,1,51,1250000
16/11/2020,11,2020,PrasNovel,MaagalAshalom,5,13,131,3915000
17/11/2020,11,2020,NeotShikma,HaRavUnterman,4,6,102,1900000
17/11/2020,11,2020,Rambam,YohananHaSandlar,3.5,1,84,1480000
17/11/2020,11,2020,Rambam,Margolin,3,5,77,1450000
17/11/2020,11,2020,Rambam,Herzl,3,3,71,1495000
18/11/2020,11,2020,NeotAshalim,HaTizmoret,3,7,69,1750000
19/11/2020,11,2020,Rambam,Rambam,3,1,73,1200000
19/11/2020,11,2020,Rambam,YehudaHalevi,3,3,89,1700000
19/11/2020,11,2020,Rambam,HaKovesh,3,2,60,1470000
19/11/2020,11,2020,Rambam,YohananHaSandlar,3.5,6,67,1860000
19/11/2020,11,2020,Rambam,YehudaHalevi,4,5,102,2220000
22/11/2020,11,2020,NeotAshalim,HaPsanter,3,2,67,1750000
23/11/2020,11,2020,Rambam,Rothschild,3,3,80,1410000
23/11/2020,11,2020,Rambam,Jerusalem,4,1,83,1500000
23/11/2020,11,2020,NeotShikma,BenSaruq,4,2,70,1800000
23/11/2020,11,2020,Rambam,HaHafetsHaim,3,1,60,1455000
24/11/2020,11,2020,Rambam,AsherLevin,4,5,94,1675000
24/11/2020,11,2020,NeotShikma,HaRashba,3,1,70,1750000
24/11/2020,11,2020,Rambam,Dror,3,2,67,1475000
24/11/2020,11,2020,PrasNovel,MaagalAshalom,4,5,89,2360000
25/11/2020,11,2020,Rambam,BeitYosef,4,3,96,1500000
25/11/2020,11,2020,Rambam,Givati,4,16,107,1950000
25/11/2020,11,2020,NeotShikma,HaNagid,4,4,96,2140000
25/11/2020,11,2020,Rambam,Dror,3,4,61,1470000
25/11/2020,11,2020,NeotAshalim,HaKlarnit,4,3,113,2530000
25/11/2020,11,2020,Rambam,Rashi,4,4,100,2115000
26/11/2020,11,2020,Rambam,HaHafetsHaim,3,2,73,1400000
26/11/2020,11,2020,NeotAshalim,HaPsanter,4,5,98,2240000
27/11/2020,11,2020,NeotAshalim,HaTizmoret,3,6,69,1810000
29/11/2020,11,2020,Rambam,Tarmav,3,7,73,1330000
29/11/2020,11,2020,Rambam,EinHaKore,5,4,101,1800000
30/11/2020,11,2020,NeotShikma,BenSaruq,3,3,66,1635000
30/11/2020,11,2020,Rambam,DavidAlroi,3,1,48,1175000
30/11/2020,11,2020,PrasNovel,MaagalAshalom,4,12,97,2470000
01/12/2020,12,2020,Rambam,Abarbanel,4,3,87,1530000
01/12/2020,12,2020,NeotShikma,Alkabets,3,2,66,1767000
03/12/2020,12,2020,NeotShikma,HaRavNeriya,2,2,41,1550000
06/12/2020,12,2020,NeotShikma,HaRavGoren,4,3,98,2190000
07/12/2020,12,2020,NeotShikma,HaRashba,3,2,65,1690000
07/12/2020,12,2020,Rambam,Margolin,3,2,66,1440000
08/12/2020,12,2020,Rambam,Abarbanel,2,2,53,1390000
09/12/2020,12,2020,Rambam,Klevitsski,4,4,85,1250000
09/12/2020,12,2020,Rambam,Ahiezer,4,4,68,1200000
09/12/2020,12,2020,NeotAshalim,HaGitit,4,3,85,1940000
09/12/2020,12,2020,Rambam,RabbiYosefKaro,5,3,102,1850000
09/12/2020,12,2020,Rambam,HaRavZinger,2,2,48,1214000
09/12/2020,12,2020,NeotAshalim,HeHalil,3,1,68,1750000
09/12/2020,12,2020,NeotAshalim,HaKinor,4,6,91,2280000
09/12/2020,12,2020,NeotShikma,HaRavUnterman,4,4,96,2560000
10/12/2020,12,2020,NeotShikma,HaRavGoren,4,1,98,2150000
13/12/2020,12,2020,Rambam,DavidHaReuveni,4,4,82,1300000
14/12/2020,12,2020,PrasNovel,MaagalAshalom,3,1,76,1865000
14/12/2020,12,2020,Rambam,ShlomoEliraz,3,2,86,1815000
15/12/2020,12,2020,Rambam,Givati,4,17,107,1955000
15/12/2020,12,2020,Rambam,Brandeis,3,3,75,1500000
15/12/2020,12,2020,Rambam,Nehama,3,1,75,1743000
16/12/2020,12,2020,NeotShikma,Alkabets,5,1,109,2200000
16/12/2020,12,2020,NeotShikma,IbnGabirol,4,1,103,2190000
16/12/2020,12,2020,Rambam,YehudaLeib,3,4,55,1500000
16/12/2020,12,2020,NeotAshalim,HaOrgan,5,6,128,3400000
17/12/2020,12,2020,NeotShikma,Alkabets,3,8,65,1725000
17/12/2020,12,2020,Rambam,YehudaHalevi,3,3,63,1380000
17/12/2020,12,2020,NeotShikma,LeviEshkol,4,2,89,2090000
20/12/2020,12,2020,Rambam,DavidHaReuveni,3,4,85,1200000
20/12/2020,12,2020,Rambam,Givati,4,23,107,2000000
20/12/2020,12,2020,Rambam,DavidAlroi,3,2,48,1240000
20/12/2020,12,2020,Rambam,BeitYosef,3,4,67,1410000
21/12/2020,12,2020,Rambam,YehudaHalevi,4,3,88,1520000
21/12/2020,12,2020,Rambam,Dror,4,2,73,1560000
21/12/2020,12,2020,Rambam,Abarbanel,4,3,98,1700000
21/12/2020,12,2020,NeotShikma,MoreshetIsrael,4,5,82,1960000
21/12/2020,12,2020,Rambam,ShlomoEliraz,5,24,183,3150000
21/12/2020,12,2020,Rambam,Betsalel,3,3,63,1530000
22/12/2020,12,2020,NeotShikma,Rival,4,7,94,1850000
22/12/2020,12,2020,Rambam,HaRavSibahi,4,3,76,1415000
23/12/2020,12,2020,NeotShikma,HaRashba,4,1,70,1780000
24/12/2020,12,2020,Rambam,Mohilever,4,2,102,1435000
24/12/2020,12,2020,Rambam,Heissman,3,1,64,1275000
24/12/2020,12,2020,Rambam,Givati,4,18,107,1962000
24/12/2020,12,2020,NeotShikma,HaRavGoren,4,1,98,2140000
25/12/2020,12,2020,NeotAshalim,#VALUE!,4,1,98,2250000
27/12/2020,12,2020,Rambam,Vigodski,4,1,114,1615000
27/12/2020,12,2020,Rambam,YehudaHalevi,4,1,88,1570000
27/12/2020,12,2020,NeotAshalim,HaTizmoret,4,9,83,1925000
27/12/2020,12,2020,Rambam,Givati,4,22,107,1990000
27/12/2020,12,2020,NeotAshalim,HaTizmoret,4,4,97,2140000
28/12/2020,12,2020,Rambam,Givati,4,19,107,1970000
28/12/2020,12,2020,Rambam,Jerusalem,3,4,60,1415000
29/12/2020,12,2020,NeotShikma,Alkabets,5,5,110,2370000
30/12/2020,12,2020,Rambam,Givati,4,22,107,2001000
30/12/2020,12,2020,NeotShikma,HaRavGoren,3,1,75,1840000
30/12/2020,12,2020,NeotAshalim,HaTizmoret,6,7,151,3830000
31/12/2020,12,2020,Rambam,Givati,4,23,107,2000000
31/12/2020,12,2020,Rambam,HaAhimSuleiman,4,4,81,1840000
03/01/2021,1,2021,Rambam,HaRavUziel,4,1,81,1550000
04/01/2021,1,2021,NeotAshalim,HeHalil,4,2,70,1600000
04/01/2021,1,2021,Rambam,Abarbanel,3,6,79,1555000
04/01/2021,1,2021,Rambam,HaRavHerzog,2,4,49,1150000
04/01/2021,1,2021,NeotAshalim,HaTizmoret,3,1,74,1940000
05/01/2021,1,2021,Rambam,ShlomoEliraz,4,17,109,2010000
07/01/2021,1,2021,Rambam,Mohilever,4,2,83,1450000
07/01/2021,1,2021,NeotShikma,Alkabets,4,8,98,2120000
07/01/2021,1,2021,NeotShikma,BenSaruq,4,8,84,2020000
07/01/2021,1,2021,NeotAshalim,#VALUE!,5,5,144,3550000
10/01/2021,1,2021,NeotShikma,HaRavUnterman,5,7,132,3550000
11/01/2021,1,2021,Rambam,Weizbard,3,3,68,1310000
11/01/2021,1,2021,Rambam,Abarbanel,3,3,58,1710000
12/01/2021,1,2021,Rambam,TsadiGimelBanot,5,1,120,1930000
13/01/2021,1,2021,Rambam,HaRavKuk,3,3,75,1410000
13/01/2021,1,2021,NeotAshalim,HaOrgan,3,4,62,1655000
13/01/2021,1,2021,NeotShikma,HaRavGoren,4,3,90,2160000
13/01/2021,1,2021,PrasNovel,MaagalAshalom,5,12,111,3000000
14/01/2021,1,2021,Rambam,Mohilever,4,2,104,2000000
17/01/2021,1,2021,Rambam,StephenWise,4,5,93,1700000
17/01/2021,1,2021,Rambam,YehudaHalevi,5,3,118,2180000
18/01/2021,1,2021,Rambam,EinHaKore,5,5,145,1940000
18/01/2021,1,2021,Rambam,Jerusalem,2,1,60,1232000
19/01/2021,1,2021,Rambam,Rashi,4,1,81,1500000
19/01/2021,1,2021,Rambam,Dror,3,3,70,1636000
24/01/2021,1,2021,Rambam,ShlomoEliraz,4,11,109,1538000
24/01/2021,1,2021,Rambam,ShlomoEliraz,4,9,109,1581196
24/01/2021,1,2021,Rambam,ShlomoEliraz,3,2,87,1367521
24/01/2021,1,2021,Rambam,ShlomoEliraz,4,13,109,1900000
24/01/2021,1,2021,Rambam,ShlomoEliraz,4,16,110,2060000
24/01/2021,1,2021,Rambam,EinHaKore,4,3,76,1588000
25/01/2021,1,2021,Rambam,HaGdudHaivri,4,1,87,1700000
25/01/2021,1,2021,NeotAshalim,HaTizmoret,3,2,69,1805000
25/01/2021,1,2021,Rambam,HaRavZinger,2,2,47,1210000
25/01/2021,1,2021,Rambam,BeitYosef,4,4,80,1630000
25/01/2021,1,2021,Rambam,HaGdudHaivri,3,3,57,1455000
25/01/2021,1,2021,Rambam,ShlomoEliraz,4,17,109,2185000
26/01/2021,1,2021,Rambam,Rambam,5,2,115,1870000
26/01/2021,1,2021,Rambam,GushEtsyon,2,2,42,1225000
28/01/2021,1,2021,NeotAshalim,HaPsanter,4,1,91,1730000
28/01/2021,1,2021,Rambam,Givati,4,4,106,1600000
28/01/2021,1,2021,Rambam,Jerusalem,3,1,64,1400000
28/01/2021,1,2021,Rambam,Givati,5,26,118,2355000
29/01/2021,1,2021,Rambam,HaGdudHaivri,4,2,83,1670000
01/02/2021,2,2021,Rambam,Abarbanel,4,8,94,1650000
01/02/2021,2,2021,Rambam,Herzl,3,1,77,1430000
01/02/2021,2,2021,NeotShikma,HaRavNeriya,6,10,161,3120000
02/02/2021,2,2021,Rambam,Klevitsski,4,2,99,1700000
03/02/2021,2,2021,Rambam,Nordau,3,2,74,1340000
03/02/2021,2,2021,Rambam,Mohilever,4,7,86,1500000
03/02/2021,2,2021,Rambam,Abarbanel,4,3,96,1600000
03/02/2021,2,2021,Rambam,HaGdudHaivri,5,9,217,3178000
03/02/2021,2,2021,Rambam,Givati,5,25,118,2350000
04/02/2021,2,2021,Rambam,HaRavZinger,2,3,48,1050000
04/02/2021,2,2021,Rambam,Alkalai,4,3,85,1600000
04/02/2021,2,2021,Rambam,HaRavKuk,4,2,92,1655000
04/02/2021,2,2021,Rambam,Rambam,4,2,82,1650000
04/02/2021,2,2021,Rambam,StephenWise,4,4,80,1620000
04/02/2021,2,2021,Rambam,YehudaLeib,3,1,53,1450000
07/02/2021,2,2021,Rambam,Balfour,4,4,87,1970000
08/02/2021,2,2021,NeotShikma,HaShiraHaIvrit,3,5,65,1640000
08/02/2021,2,2021,Rambam,HaAhimSuleiman,4,2,99,2100000
09/02/2021,2,2021,NeotShikma,Kalischer,5,3,112,2300000
09/02/2021,2,2021,NeotAshalim,HaKinor,5,4,105,2500000
10/02/2021,2,2021,Rambam,Rashi,5,6,104,1850000
11/02/2021,2,2021,Rambam,HazonIsh,3,1,77,1450000
11/02/2021,2,2021,Rambam,Rashi,3,1,65,1415000
11/02/2021,2,2021,PrasNovel,MaagalAshalom,4,8,96,2580000
13/02/2021,2,2021,NeotAshalim,HaTizmoret,3,2,73,1780000
14/02/2021,2,2021,Rambam,YehudaRagunis,5,2,122,2585000
16/02/2021,2,2021,NeotShikma,HaRavNeriya,5,5,122,2460000
16/02/2021,2,2021,NeotShikma,Rival,5,10,100,2350000
17/02/2021,2,2021,Rambam,DavidHaReuveni,5,1,113,1747000
17/02/2021,2,2021,Rambam,ShlomoEliraz,4,10,90,2120000
18/02/2021,2,2021,NeotShikma,HaRabimiLiubavich,4,1,103,2052000
18/02/2021,2,2021,Rambam,ShlomoEliraz,5,24,183,3100000
18/02/2021,2,2021,PrasNovel,MaagalAshalom,5,12,111,3025000
21/02/2021,2,2021,PrasNovel,MaagalAshalom,3,1,79,1955000
21/02/2021,2,2021,NeotShikma,HaRavNeriya,2,3,41,1500000
21/02/2021,2,2021,Rambam,Vitkin,3,2,69,1460000
21/02/2021,2,2021,Rambam,Abarbanel,3,2,85,1740000
22/02/2021,2,2021,NeotShikma,BenSaruq,4,10,84,2060000
22/02/2021,2,2021,Rambam,Givati,3,6,62,1390000
22/02/2021,2,2021,Rambam,ShlomoEliraz,4,13,90,2100000
23/02/2021,2,2021,Rambam,ItamarBenAvi,4,2,82,1500000
23/02/2021,2,2021,Rambam,YehudaHalevi,4,1,82,1500000
23/02/2021,2,2021,Rambam,HaAhimSuleiman,4,16,89,2000000
23/02/2021,2,2021,Rambam,KidushHaShem,3,4,63,1370000
23/02/2021,2,2021,Rambam,Rambam,5,2,114,2170000
23/02/2021,2,2021,Rambam,Abarbanel,5,5,120,2200000
23/02/2021,2,2021,Rambam,HaKovesh,4,1,72,1615000
23/02/2021,2,2021,Rambam,ShlomoEliraz,4,16,95,2150000
23/02/2021,2,2021,Rambam,HazonIsh,2,1,54,1360000
24/02/2021,2,2021,Rambam,Dror,4,3,76,1450000
24/02/2021,2,2021,Rambam,YehudaLeib,3,2,68,1330000
24/02/2021,2,2021,Rambam,Herzl,3,3,59,1380000
25/02/2021,2,2021,PrasNovel,MaagalAshalom,4,2,89,2280000
25/02/2021,2,2021,NeotAshalim,HeHalil,3,1,66,1700000
26/02/2021,2,2021,Rambam,ShlomoEliraz,5,10,120,2520000
28/02/2021,2,2021,NeotAshalim,HaMapuhit,4,1,83,1765000
28/02/2021,2,2021,Rambam,Margolin,4,5,91,1630000
28/02/2021,2,2021,Rambam,YehudaLeib,4,4,83,1785000
01/03/2021,3,2021,NeotAshalim,HaPsanter,4,5,100,2050000
02/03/2021,3,2021,NeotAshalim,HaKlarnit,3,3,66,1690000
02/03/2021,3,2021,Rambam,RabbiYosefKaro,3,4,66,1543000
03/03/2021,3,2021,Rambam,ShlomoEliraz,4,10,100,2140000
03/03/2021,3,2021,NeotShikma,Alkabets,5,10,120,2850000
04/03/2021,3,2021,Rambam,GushEtsyon,2,1,42,1070000
04/03/2021,3,2021,Rambam,Margolin,2,4,54,1200000
04/03/2021,3,2021,NeotShikma,HaRashba,4,6,82,2100000
05/03/2021,3,2021,NeotAshalim,HaKlarnit,3,2,64,1700000
07/03/2021,3,2021,Rambam,KidushHaShem,3,1,74,1480000
08/03/2021,3,2021,Rambam,Abarbanel,4,5,86,1550000
09/03/2021,3,2021,NeotAshalim,HeHalil,4,1,67,1662000
10/03/2021,3,2021,Rambam,HaAhimSuleiman,4,6,94,1975000
10/03/2021,3,2021,NeotAshalim,HaTizmoret,4,7,93,2270000
11/03/2021,3,2021,Rambam,TsadiGimelBanot,3,3,67,1365000
11/03/2021,3,2021,Rambam,Dror,3,2,68,1510000
11/03/2021,3,2021,Rambam,HaKovesh,3,1,67,1440000
11/03/2021,3,2021,Rambam,HaGdudHaivri,4,4,87,1990000
11/03/2021,3,2021,NeotShikma,Kalischer,5,3,112,3000000
12/03/2021,3,2021,Rambam,ShlomoEliraz,4,21,109,2175000
14/03/2021,3,2021,Rambam,YehudaLeib,4,4,115,1615000
14/03/2021,3,2021,Rambam,Rashi,5,5,105,1816000
14/03/2021,3,2021,Rambam,HazonIsh,4,3,86,1830000
15/03/2021,3,2021,NeotShikma,Kapah,5,10,98,2190000
16/03/2021,3,2021,Rambam,DavidAlroi,2,4,36,1130000
17/03/2021,3,2021,NeotAshalim,HeHalil,5,1,102,1940000
17/03/2021,3,2021,Rambam,Rambam,4,2,100,2000000
18/03/2021,3,2021,Rambam,Herzl,3,3,59,1373000
18/03/2021,3,2021,Rambam,AsherLevin,3,2,69,1420000
18/03/2021,3,2021,Rambam,Rashi,3,4,92,1868000
18/03/2021,3,2021,Rambam,Rashi,3,3,92,1900000
18/03/2021,3,2021,Rambam,YehudaLeib,3,1,53,1475000
19/03/2021,3,2021,Rambam,HaRavHerzog,3,3,87,1570000
20/03/2021,3,2021,Rambam,Dror,3,4,62,1275000
21/03/2021,3,2021,NeotShikma,BenSaruq,3,8,65,1780000
21/03/2021,3,2021,PrasNovel,MaagalAshalom,4,12,94,2500000
21/03/2021,3,2021,NeotAshalim,HaTizmoret,4,1,100,2225000
22/03/2021,3,2021,Rambam,HaAhimSuleiman,3,2,63,1360000
22/03/2021,3,2021,Rambam,Brandeis,3,3,53,1267000
22/03/2021,3,2021,Rambam,YehudaRagunis,6,2,140,2770000
24/03/2021,3,2021,Rambam,Dror,3,2,62,1310000
24/03/2021,3,2021,Rambam,Abarbanel,4,6,87,1600000
24/03/2021,3,2021,NeotShikma,HaNagid,5,10,113,2450000
24/03/2021,3,2021,NeotAshalim,HaTizmoret,4,1,85,2040000
